No.	ID	Banco	Producto	Concepto	Tipo de comisión (usual (U) o eventual E)	Tasa 30 días	Tasa 60 días	Tasa 90 días	Min	Max	ME-Tasa Max.	ME-Tasa Min.	ME-Min	ME-Max	Observaciones	Web Banco	Web Tarifario	Contacto
500	BanBif	Banco Interamericano de Finanzas	2.1 Financiamiento Pre Embarque	Crédito vencido	E	0.4									en dólares	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_f_financiaciones.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
501	BanBif	Banco Interamericano de Finanzas	2.1 Financiamiento Pre Embarque	Tramite por crédito vencido	E				20						en dólares	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_f_financiaciones.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
502	Santander	Banco Santander	2.1 Financiamiento Pre Embarque	a. El margen financiero se coordinará con NNI y Tesorería	E										-	http://www.santander.com.pe/	https://www.santander.com.pe/BSP/estatico/popup.html	Sofia Angulo de Coz - Subgerente de Operaciones / Tesorera | sangulo@santander.com.pe | (511) 215 8171 | Av. Carnaval y Moreyra 380 piso 8
503	Santander	Banco Santander	2.1 Financiamiento Pre Embarque	b. Comisión de financiamiento	U				20						-	http://www.santander.com.pe/	https://www.santander.com.pe/BSP/estatico/popup.html	Sofia Angulo de Coz - Subgerente de Operaciones / Tesorera | sangulo@santander.com.pe | (511) 215 8171 | Av. Carnaval y Moreyra 380 piso 8
504	Santander	Banco Santander	2.1 Financiamiento Pre Embarque	c. Télex / Swift	U				15						-	http://www.santander.com.pe/	https://www.santander.com.pe/BSP/estatico/popup.html	Sofia Angulo de Coz - Subgerente de Operaciones / Tesorera | sangulo@santander.com.pe | (511) 215 8171 | Av. Carnaval y Moreyra 380 piso 8
505	Santander	Banco Santander	2.1 Financiamiento Pre Embarque	d. Portes	U				5						-	http://www.santander.com.pe/	https://www.santander.com.pe/BSP/estatico/popup.html	Sofia Angulo de Coz - Subgerente de Operaciones / Tesorera | sangulo@santander.com.pe | (511) 215 8171 | Av. Carnaval y Moreyra 380 piso 8
506	BBVA	BBVA Banco Continental	2.1 Financiamiento Pre Embarque	a. Interés	U	0.0378019856537666									Se cobra para Financiamientos de Exportación Pre Embarque y Post Embarque, Forfaiting de Exportación y Cesión de Derechos de Cartas de Crédito de Exportación. TEA anual es de 16%	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_financiamiento_exportaciones_tcm1105-430199.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
507	BBVA	BBVA Banco Continental	2.1 Financiamiento Pre Embarque	d.1. Verificación de Uso de los fondos para Exportación.	U	0.005									Se cobra esta comisión únicamente cuando los fondos no provienen de una transferencia, carta de crédito o cobranza registrada en el sistema del Banco. Se calcula sobre el monto de cada cancelación /amortización.	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_financiamiento_exportaciones_tcm1105-430199.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
508	BBVA	BBVA Banco Continental	2.1 Financiamiento Pre Embarque	d.2. Portes	U				11						Se cobra esta comisión únicamente cuando los fondos no provienen de una transferencia, carta de crédito o cobranza registrada en el sistema del Banco. Se calcula sobre el monto de cada cancelación /amortización.	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_financiamiento_exportaciones_tcm1105-430199.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
509	BBVA	BBVA Banco Continental	2.1 Financiamiento Pre Embarque	e. Gestión de Protesto	E				47.7						$ 30 + Portes $ 11 + Gasto Notarial $ 6,70	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_financiamiento_exportaciones_tcm1105-430199.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
510	BBVA	BBVA Banco Continental	2.1 Financiamiento Pre Embarque	f.1. Prima de seguro póliza Sepymex	U	0.0035									Aplica solo para financiamientos Pre embarque. Se carga a solicitud expresa del cliente sobre el monto del desembolso y por un plazo de 90 días o fracción.	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_financiamiento_exportaciones_tcm1105-430199.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
511	BBVA	BBVA Banco Continental	2.1 Financiamiento Pre Embarque	f.2. IGV de la prima de seguro Sepymex	U	0.00063									IGV (18%) de la prima de seguro SEPYMEX	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_financiamiento_exportaciones_tcm1105-430199.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
512	BBVA	BBVA Banco Continental	2.1 Financiamiento Pre Embarque	f.3. Sepymex Portes	U				11						Aplica solo para financiamientos Pre embarque. Se carga a solicitud expresa del cliente sobre el monto del desembolso y por un plazo de 90 días o fracción. Más el IGV	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_financiamiento_exportaciones_tcm1105-430199.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
513	Interbank	Interbank	2.1 Financiamiento Pre Embarque	a. Tasa de interés	U	0.0176998768832179									LIBOR + 7%. Adeudados o recursos propios. Según evaluación crediticia y condiciones de mercado. Libor a 90 días (19 de marzo 2015) :0.27015% - Calculo x 90 días	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/27511/financiamientos_pj.pdf/8f6baa05-8e0f-4ef8-b7e7-11625ba502ab	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
514	Interbank	Interbank	2.1 Financiamiento Pre Embarque	a.1. Manejo documentario	U					25					Al desembolso.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/27511/financiamientos_pj.pdf/8f6baa05-8e0f-4ef8-b7e7-11625ba502ab	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
515	Interbank	Interbank	2.1 Financiamiento Pre Embarque	b. Renovación o refinanciamiento y Manejo documentario	E					25					La tasa para una refinanciación se aplicará caso por caso. Incluye fotocopia, trámite BCR, télex.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/27511/financiamientos_pj.pdf/8f6baa05-8e0f-4ef8-b7e7-11625ba502ab	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
516	Interbank	Interbank	2.1 Financiamiento Pre Embarque	c. Cancelación o amortización y Manejo documentario	U					25					Incluye fotocopia, trámite BCR, télex.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/27511/financiamientos_pj.pdf/8f6baa05-8e0f-4ef8-b7e7-11625ba502ab	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
517	Interbank	Interbank	2.1 Financiamiento Pre Embarque	f. Comisión de Gestión de protesto	E	0.01			7.5	25					A partir del 9° día después del vencimiento - Después del vencimiento.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/27511/financiamientos_pj.pdf/8f6baa05-8e0f-4ef8-b7e7-11625ba502ab	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
518	Interbank	Interbank	2.1 Financiamiento Pre Embarque	g.1. Comisión por servicio de cobranza - Comisión fija	U					7.5					Se cobra al 9° día después del vencimiento. Al demorarse en el pago.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/27511/financiamientos_pj.pdf/8f6baa05-8e0f-4ef8-b7e7-11625ba502ab	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
519	Interbank	Interbank	2.1 Financiamiento Pre Embarque	g.2. Comisión por servicio de cobranza - Comisión variable	U	0.045									Hasta $ 3,000 - 7% / De $ 3,001 a $ 5,000 - 6% / De $ 5,001 a $ 10,000 - 5% / De $ 10,001 a $ 15,000 - 4% / De $ 15,001 a $ 20,000 - 3% / De $ 20,001 a mas - 2% - Al demorarse en el pago.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/27511/financiamientos_pj.pdf/8f6baa05-8e0f-4ef8-b7e7-11625ba502ab	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
520	Scotiabank	Scotiabank	2.1 Financiamiento Pre Embarque	a. Tasa TEA	U										Tasas a negociar con el cliente caso por caso	http://www.scotiabank.com.pe	http://cdn.agilitycms.com/scotiabank-peru/PDFs/empresas/comercio-exterior/075.pdf	María Pia Castro - Gerente de Comercio Exterior | antonio.esquivel@scotiabank.com.pe | (511) 211 5976 Ext. 5976 | Calle Dionisio Darteano 102 San Isidro Piso 3
521	Scotiabank	Scotiabank	2.1 Financiamiento Pre Embarque	a.2 Gestión administrativa	U					38					Por operación se cobra $38 al desembolso y $38 a la cancelación o por amortización -  Eqv. S/. 102.60	http://www.scotiabank.com.pe	http://cdn.agilitycms.com/scotiabank-peru/PDFs/empresas/comercio-exterior/075.pdf	María Pia Castro - Gerente de Comercio Exterior | antonio.esquivel@scotiabank.com.pe | (511) 211 5976 Ext. 5976 | Calle Dionisio Darteano 102 San Isidro Piso 3
522	Bancomercio	Banco de Comercio	2.2 Financiamiento Post Embarque	a.1. Comisión de prórroga	E	0.0075									Tasa anual 3%. + Portes $ 0.75 + Swift $ 20 + Fax $ 20 + Fotocopia S/0.50 por hoja	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
523	Bancomercio	Banco de Comercio	2.2 Financiamiento Post Embarque	a.2. Cobro Portes, Swift, Fax, Fotocopia	U				41.75						Por documento se cobra swift $20 + portes $0.75 + fax $20 (+ Fotocopia US$ 1 por hoja en caso corresponda)	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
524	Bancomercio	Banco de Comercio	2.2 Financiamiento Post Embarque	b.1. Advance Account Recursos Externos	E										Se cobra los Intereses cobrados por corresponsal	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
525	Bancomercio	Banco de Comercio	2.2 Financiamiento Post Embarque	b.2. Imouesto a la renta de los intereses del Advance Account Recursos Externos	E	 0.0499 									Se calcula sobre los intereses cobrados por el corresponsal	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
526	Bancomercio	Banco de Comercio	2.2 Financiamiento Post Embarque	b.3. Cobro Portes, Swift, Fax, Fotocopia	U				41.75						Por documento se cobra swift $20 + portes $0.75 + fax $20 (+ Fotocopia US$ 1 por hoja en caso corresponda)	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
527	Bancomercio	Banco de Comercio	2.2 Financiamiento Post Embarque	c. Comisión origen de fondos	E	0.0075									Por operación (Con fondos de cuentas del Cliente 1% / Con fondos provenientes del exterior 0.5%)	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
528	Bancomercio	Banco de Comercio	2.2 Financiamiento Post Embarque	d. Comisión de aval	U	0.065									Tasa anual entre 3% y 10%. Según evaluación. Cobro al vencimiento y/o pago. Adicionalmente de cobra portes $0.75 + swift $20 y  + fotocopias S/.0.5 por hoja + fax $20	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
529	Bancomercio	Banco de Comercio	2.2 Financiamiento Post Embarque	e. Intereses Compesatorios Avances con Recursos Propios Post-Embarque	E	 0.0525 									Tasa anual 21%	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
530	BCP	Banco de Crédito del Perú	2.2 Financiamiento Post Embarque	b.1. Recursos Locales - Tasa fija	U	0.0383606948658983									Dólares 16.25% / Euros 21% / Yenes 16%	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ActivaME_08.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3510 | Calle Las Camelias 750 piso 9, San Isidro
531	BCP	Banco de Crédito del Perú	2.2 Financiamiento Post Embarque	b.2. Recursos del Exterior - Tasa Fija	U	0.0383606948658983									Dólares 16.25% / Euros 21% / Yenes 16%	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ActivaME_08.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3511 | Calle Las Camelias 750 piso 9, San Isidro
532	Financiero	Banco Financiero	2.2 Financiamiento Post Embarque	a. El margen financiero se coordinara caso x caso	E										-	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
533	GNB	Banco GNB	2.2 Financiamiento Post Embarque	a. Tasa de financiamiento - Post Embarque	U	0.0361581781893432									LIBOR + 15% - Según evaluación crediticia y condiciones de mercado. - Libor a 90 días (24 de marzo 2015) :0.2668%	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fbe_tarifario_comercio_impo_expo_29042014.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
534	GNB	Banco GNB	2.2 Financiamiento Post Embarque	b. Comisión por Financiamiento en Cuotas	U					20					Al desembolso y vencimiento de la última cuota.	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fbe_tarifario_comercio_impo_expo_29042014.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
535	GNB	Banco GNB	2.2 Financiamiento Post Embarque	c. Comisión por gestión administrativa	U					25					Por trámite y evaluación de documentos sustentatorios de la operación.	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fbe_tarifario_comercio_impo_expo_29042014.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
536	GNB	Banco GNB	2.2 Financiamiento Post Embarque	d. Comisión por no canalización de fondos	U					50					Incumplimiento de canalización de fondos (para pre y post embarque por Cobranzas Directas).	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fbe_tarifario_comercio_impo_expo_29042014.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
537	GNB	Banco GNB	2.2 Financiamiento Post Embarque	f. Comisión por estructuración	E					80					Actualizado: Observaciones	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fbe_tarifario_comercio_impo_expo_29042014.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
538	GNB	Banco GNB	2.2 Financiamiento Post Embarque	g. Comisión por portes	U					5					Envío de información por cualquier medio. Cobro por cada operación.	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fbe_tarifario_comercio_impo_expo_29042014.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
539	GNB	Banco GNB	2.2 Financiamiento Post Embarque	j. Comisión por gestión de protesto	E					40					Cobro por cada vez que se proteste el pagaré. $40.00 eq. S/. 120.00	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fbe_tarifario_comercio_impo_expo_29042014.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
540	GNB	Banco GNB	2.2 Financiamiento Post Embarque	k. Comisión por gestión de cobro	E					30					$30.00 eq. S/. 90.00	http://www.bancognb.com.pe/	http://www.bancognb.com.pe/main/download?file=peru%2Fbanca_empresa%2Fbe_tarifario_comercio_impo_expo_29042014.pdf	Martha Manrique y/o Jaquelinne Heraud - Funcionario | martha.manrique@bancognb.com.pe / jaquelinne.heraud@bancognb.com.pe | (511) 616-4722 | Av. Rivera Navarrete 501, piso 3 - Lima
541	BanBif	Banco Interamericano de Finanzas	2.2 Financiamiento Post Embarque	a. Al inicio - Trámite Documentario	U				49						-	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_f_financiaciones.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
542	BanBif	Banco Interamericano de Finanzas	2.2 Financiamiento Post Embarque	b. Cancelación o Amortización - Trámite Documentario	U				49						-	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_f_financiaciones.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
543	BanBif	Banco Interamericano de Finanzas	2.2 Financiamiento Post Embarque	c. Prórroga - Amortización fuera de reporte	E				169						Amortización fuera de reporte $ 120 + Trámite documentario $ 49	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_f_financiaciones.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
544	BanBif	Banco Interamericano de Finanzas	2.2 Financiamiento Post Embarque	d. Extorno	E				35						-	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_f_financiaciones.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
545	BanBif	Banco Interamericano de Finanzas	2.2 Financiamiento Post Embarque	e. Carta Compromiso para Pagos recibidos - Trámite documentario	U				20						Trámite documentario	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_f_financiaciones.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
546	BanBif	Banco Interamericano de Finanzas	2.2 Financiamiento Post Embarque	f.2. Trámite documentario	U				20						-	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_f_financiaciones.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
547	BanBif	Banco Interamericano de Finanzas	2.2 Financiamiento Post Embarque	g. Devolución de Documentos	E				1.75						-	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_f_financiaciones.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
548	Santander	Banco Santander	2.2 Financiamiento Post Embarque	a. El margen financiero se coordinará con NNI y Tesorería	E										-	http://www.santander.com.pe/	https://www.santander.com.pe/BSP/estatico/popup.html	Sofia Angulo de Coz - Subgerente de Operaciones / Tesorera | sangulo@santander.com.pe | (511) 215 8171 | Av. Carnaval y Moreyra 380 piso 8
549	Santander	Banco Santander	2.2 Financiamiento Post Embarque	b. Comisión de financiamiento	U				20						-	http://www.santander.com.pe/	https://www.santander.com.pe/BSP/estatico/popup.html	Sofia Angulo de Coz - Subgerente de Operaciones / Tesorera | sangulo@santander.com.pe | (511) 215 8171 | Av. Carnaval y Moreyra 380 piso 8
550	Santander	Banco Santander	2.2 Financiamiento Post Embarque	c. Télex / Swift	U				15						-	http://www.santander.com.pe/	https://www.santander.com.pe/BSP/estatico/popup.html	Sofia Angulo de Coz - Subgerente de Operaciones / Tesorera | sangulo@santander.com.pe | (511) 215 8171 | Av. Carnaval y Moreyra 380 piso 8
551	Santander	Banco Santander	2.2 Financiamiento Post Embarque	d. Portes	U				5						-	http://www.santander.com.pe/	https://www.santander.com.pe/BSP/estatico/popup.html	Sofia Angulo de Coz - Subgerente de Operaciones / Tesorera | sangulo@santander.com.pe | (511) 215 8171 | Av. Carnaval y Moreyra 380 piso 8
552	BBVA	BBVA Banco Continental	2.2 Financiamiento Post Embarque	a. Interés	U	0.0378019856537666									Se cobra para Financiamientos de Exportación Pre Embarque y Post Embarque, Forfaiting de Exportación y Cesión de Derechos de Cartas de Crédito de Exportación. La TEA es de 16%	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_financiamiento_exportaciones_tcm1105-430199.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
553	BBVA	BBVA Banco Continental	2.2 Financiamiento Post Embarque	d.1. Verificación de Uso de los fondos para Exportación.	U	0.005									Se cobra esta comisión únicamente cuando los fondos no provienen de una transferencia, carta de crédito o cobranza registrada en el sistema del Banco. Se calcula sobre el monto de cada cancelación /amortización.	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_financiamiento_exportaciones_tcm1105-430199.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
554	BBVA	BBVA Banco Continental	2.2 Financiamiento Post Embarque	d.2. Verificación de Uso de los fondos	U					11					Portes	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_financiamiento_exportaciones_tcm1105-430199.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
555	BBVA	BBVA Banco Continental	2.2 Financiamiento Post Embarque	e. Gestión de Protesto	E				47.7						$ 30 + Portes $ 11 + Gasto Notarial $ 6,70	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_financiamiento_exportaciones_tcm1105-430199.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
556	Interbank	Interbank	2.2 Financiamiento Post Embarque	a. Tasa de interés	U	0.0176998768832179									LIBOR + 7%. Adeudados o recursos propios. Según evaluación crediticia y condiciones de mercado. (Libor al 19 marzo 2015 LIBOR 0.27015) - Calculo x 90 días	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/27511/financiamientos_pj.pdf/8f6baa05-8e0f-4ef8-b7e7-11625ba502ab	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
557	Interbank	Interbank	2.2 Financiamiento Post Embarque	a.1. Manejo documentario	U					25					Al desembolso.	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/27511/financiamientos_pj.pdf/8f6baa05-8e0f-4ef8-b7e7-11625ba502ab	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
